school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,visionstatement_desc,missionstatement_desc,philosophy_culture_ethos,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,special_sdp_offered
RIVER VALLEY PRIMARY SCHOOL,http://www.rivervalleypri.moe.edu.sg,2    RIVER VALLEY GREEN,237993,67371785,na,67321951,na,rvps@moe.edu.sg,Somerset MRT,"5, 16, 32, 54, 65, 75, 175, 970",MDM WONG LI PENG,MR PHANG ENG POH,DR AUDREY KOH CHOUK ENG,na,na,na,na,"Inspiring Learners, Edifying Leaders",To nurture our students to be future-ready by providing a Total Education in RVPS,"Our vision ""Inspiring Learners, Edifying Leaders"" commits every RVian to work towards striving for the best outcomes for themselves and people around them. As Inspiring Learners, RVians have the passion for continuous learning, seek better ways of doing things and become committed members of the school as a learning organization. As Edifying Leaders, RVians have the confidence and leadership qualities to inspire, enrich and nurture the lives of others. We are committed to imbue our staff and pupils with this spirit of inspiring and edifying for us to contribute to the progress of our school and nation.<br /><br />Our Philosophy<br />1.We believe that every child wants to and can learn, develop and lead.<br />2.We believe that education is never just about knowledge and skills. Importantly, it should also be about character and values.<br />3.We believe education must nurture creativity and curiosity in all children.<br />4.We believe education must empower all children to be critical in their thinking.<br />5.We believe that learning takes place in safe and caring environment, & when children construct knowledge actively and collaboratively.<br /><br />Our Core Values<br />1.Serve with Respect -We value people, reaching out to build strong & trusting relationships.<br />2.Lead with Integrity -We demonstrate honesty & moral courage, being upright & trustworthy.<br />3.Live with Compassion -We seek to understand & care, extending our hands to others in need.<br />4.Learn with Excellence -We inspire learning, seek continuous improvement & bring out the best in everyone.<br /><br />Our Motto<br />Strive for the Best<br /><br />Our Culture<br />RVPS is committed to building a school culture of Excellence through Joy in our work & Synergy amongst our staff.<br />1. Excellence -We pursue excellence in empowering staff capacity & enhancing student learning & achievements.<br />2. Joy -We experience joy as we inspire learning in our students & edify school colleagues.<br />3. Synergy -We enhance staff synergy with respect, integrity & compassion so as to contribute to excellence.",CENTRAL,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"1. Learning for Life Programme (LLP) - 'RVPS Leadership Development for a VUCA World'  <br /><br />We believe that what students can do with what they know is more important than what they know. Our school mission ""To nurture our pupils to be Future-Ready by providing a Total Education in RVPS"" gives a strong indication of our endeavour. Our school has put in place a holistic education experience strategic plan which encompasses core academic programme and programmes which are geared towards character, citizenship, life skills and leadership development. We believe that our Total Education will nurture our students to become ""Inspiring Learners, Edifying Leaders"", and realise the desired outcomes of education. <br /><br />A key underpin of our LLP is the school's philosophy ""Every child can Learn and Lead"". Aligned to this belief, we have ensured that a student-centric, values driven education with varied and holistic learning opportunities is provided for all our pupils. Strategic plans and programmes to develop and nurture students in their leadership as well as their active participation in community involvement projects have been created and enhanced over the years.  All these endeavours are undertaken to ensure that all RVians will grow up to be confident individuals, who take initiatives for their learning, and contribute actively as citizens of our country with compassion and integrity. Our LLP's key areas of focus are:<br /><br />a) Values Education through Character Citizen Education (CCE)<br />b) Values in Action (VIA) through Community Involvement<br />c) Leadership Development through Experiential Learning in Camps<br />d) Edifying Leaders through Leadership Development Programmes<br /><br />2. Other Student Development Programmes<br /><br />- P5 China Immersion Programmes<br />- P3-P5 Camps<br />- Learning Support Programmes (including SDR & RRP)<br />- P3 Swimsafer Programme<br />- Talent Development Programmes<br />- Niche in Uniformed Groups (Scouts,"
RIVERSIDE PRIMARY SCHOOL,http://www.riversidepri.moe.edu.sg,110  Woodlands Crescent,737803,63654490,na,63654460,na,riverside_ps@moe.edu.sg,Admiralty MRT Station,Bus No 913 and Bus No 964,MR TAN CHOON KHENG,MDM KHOO PHAIK HOON REGINA,MRS RANUKA PALANIVELU,na,na,na,na,"The Best from Each, A Better Future for All - Riverside Primary School aspires to nurture Riverians as Joyful and Productive Learners and Connected Citizens of Good Character and bring out the best from each Riverian to lead, serve and contribute as a member of the community and the world. To achieve our vision, the school adopts a student-centric approach to know every child and grow every child in best ways possible and leverages people and partnerships to add value to the education process.","Inspire Learning, Nurture Character, Build Community - Riverside Primary School sees its purpose in inspiring engaged and deep learning, nurturing pupils in values, character and citizenship, and building a sense of identity and affiliation to the community and nation. The core business of education is conducted through a positive school tone of care, respect and discipline; a safe and health-promoting school environment; and a vibrant and stimulating learning space.","Riverside Primary School holds strong beliefs that every child is unique and every child can learn. The work of the school and teachers is to provide a caring environment so that every child feels safe, healthy and valued. It is also to ensure the best possible conditions for every child to be engaged, supported and challenged, thus learning and growing to the best of his/her potential. <br /><br />The school educates not just for results; it educates for outcomes. The outcomes are to be seen in Riverians as Joyful and Productive Learners and Connected Citizens of Good Character who will SPARKLE with Strength of character, Perseverance, Adaptability, Responsibility, Kindness, Leadership, Enthusiasm and Sincerity.<br /><br />The school recognises that people and partnerships are key to school and pupil success. The Confident, Competent, Caring and Committed Team Riverside works alongside our collaborative and supportive parents as well as partners with whom we have grown purposeful and sustainable partnerships in education.<br /><br />The school motto ""Learning Together, Growing Together, Sparkling Together"" signifies that the school is a common social space for pupils to come together harmoniously to learn, grow and sparkle together.  <br />The school fosters a culture that is rich with inclusiveness and affiliation (For Riverside and Riverians) and propelled by learning and excellence (From Good to Great).",WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"The school's Applied Learning Programme, PlayWorks nurtures Riverians as critical and inventive thinkers and collaborative problem-solvers through play-and-design experiences using different tools and media. Pupils work in groups and apply the protocol ""Understand, Plan, Design, Build, Improvise"" to solve problems. Throughout the problem-solving process, pupils demonstrate the SPARKLE Values and practise communication, collaboration and reflection. At every grade level, there is a signature PlayWorks module, namely P1 LegoWorks, P2 LegoWorks, P3 PaperWorks and P4 ParkWorks. The PlayWorks protocol is also pervasively applied in English Language for writing, Science for inquiry and Art for artmaking.  <br /><br />Values in Action (VIA) grows our Riverians as socially concerned and responsible citizens who have Awareness of community and environment concerns, own a sense of Affiliation with the community and natural environment, and are called to Action to lead, serve and shape a cohesive community, healthy environment and sustainable future for all. The key VIA programmes are ""Gardening for a  Sustainable Future"", ""Project EARTH (Every Act of Recycling/Reusing/Reducing Truly Helps)"" and ""Keep Singapore Clean Movement in Schools"".<br /><br />The House System aims to nurture respect for diversity and sense of affiliation. Every Riverian belongs to a House and participates in inter-House events across classes and levels in a common space that embraces differences and fosters camaraderie. The signature House events are HouseWarming, House Practice and Riverside Sports and Games Day. <br /><br />RECCE (Riverian Exploration and Charting of Career and Education) guides Riverians to know themselves, formulate their aspirations, plan their pathways and take action to achieve their goals. Every Riverian will visit KidZania Singapore twice, namely the Discovery Experience at P2 and the Future Charting Experience at P5. Every Riverian will develop an Individual Career and Educati"
RIVERSIDE SECONDARY SCHOOL,http://www.riversidesec.moe.edu.sg,3    WOODLANDS STREET 81,738524,62699631,na,63683677,na,RIVERSIDE_SS@MOE.EDU.SG,WOODLANDS MRT,"858, 900, 911, 913, 964, 962, 965, 969, 169, 903",MDM SHANTI DEVI D/O THAMBUSAMY,MR DERICK WONG TECK FATT,MDM LINDA YEO SOCK KHOON,na,na,na,na,A caring community in a challenging learning environment,"To nurture all-round individuals of integrity and grace, ready to face global challenges","Guided by the school motto ""My Best and More"" and the school values of Passion, Professionalism, Responsibility, Integrity and Team Spirit, Riverside Secondary School seeks to develop Riversidians holistically through the domains of ""Leadership Development"", ""Aesthetics Appreciation"", ""Meta-Cognitive Capacity Building"", ""Moral Values Inculcation"", and the development of ""Physical Capabilities"" and ""Social-Emotional Competencies"". The distinctive features of the school stem from a curriculum strong in academic rigour, leadership and character development, as well as aesthetics excellence. Character and leadership development is a values-based approach which nurtures the students in the self, social, moral, ethical and citizenry domains.",WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"In nurturing motivated thinkers and inventive leaders, Riverside Secondary School considers student interests and talents, and provide for diverse opportunities within and beyond the classroom to experience learning in authentic settings. The school has customised its instructional curriculum to 'engage' students through creative approaches, 'enhance' their learning through differentiated teaching, 'empower' them to direct their own learning, 'enrich' their learning through our distinctive programmes and 'evaluate' their performance using multi-modal assessment. Our Applied Learning Programme (ALP) - 'Global Citizenship Education through Critical Social Inquiry' - aims to nurture ethical leaders with a strong sense of purpose, discernment, compassion and empathy to create a better world for all. This programme includes customised lessons as well as activities for students to sharpen their innate sense of citizenry and develop a global identity, through social debates, work-attachment and internationalisation programmes. 'Arts for Life,' our Learning for Life Programme (LLP) provides opportunities for our students to appreciate and experience local and global art-forms, cultures and traditions, and to develop a sensitivity to and respect for the world around them. We want them to be creative individuals with perceptual abilities and a wider repertoire of self-expression. Riverside also offers the Tamil Language Elective Programme which aims to nurture promising students to attain a high level of proficiency in Tamil, and enhance their understanding of Tamil literature."
RIVERVALE PRIMARY SCHOOL,http://www.rivervalepri.moe.edu.sg/,80   RIVERVALE DRIVE,545092,63887450,na,63887449,na,RIVERVALE_PS@MOE.EDU.SG,Nearest LRT Station : Rumbia,Bus Service 86.,MISS SEET ENG GEOK LENA,MR KNG WEE BENG,na,na,na,na,na,"The Rivervale - School of Excellence, Individuals of Character",To inspire and develop Riverlites to be responsible citizens and passionate learners.,"The school's focus on 'The Whole Child in Every Riverlite' guides the school in its decisions, actions and interactions with its stakeholders in achieving its goals. A new set of core values, Respect, Responsibility, Resilience, Integrity, Care, Harmony, Excellence and Teamwork (R3ICHET), was initiated with effect from 2017 to complement the school's existing culture of care and excellence and to emphasise its focus on CCE. Desired behaviours are constantly communicated and emphasized to encourage students to demonstrate the core values through platforms such as assembly, school programmes and learning journeys. Other programmes under CCE, IP, Student Leadership, VIA and CCAs also reinforce the teaching and learning of these core values. <br /><br />The school adopts the 'Leading by Serving' philosophy to support an inviting and vibrant school that leads by example and commits to the service for others. Staff and students practise 'Leading by Serving' through their participation in school programmes and activities: 'Keep My Classroom Clean', 'Good Morning, Rivervale!', 'A Helping towards My Friends' and 'P1 Buddying'. The school also adopts the Restorative Practice as part of its 'discipline with care' approach to help students take responsibility for their behaviour. <br /><br />The school promotes safety and social responsibility among students through the 'Keep Myself Safe' and 'Keep My Friends Safe' campaigns. EAS staff are also involved in sustaining the culture of care through providing and supporting teachers and stakeholders with excellent service to realise the school's vision of the The Rivervale - School of Excellence, Individuals of Characters.",SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"(1) The focus of the Learning for Life Programme (LLP) is on mass participation. DANCE FEVER (Dance Appreciation Nurturing Cultural Expression For EVEry Riverlite) was reviewed and refined to encompass fitness and movement on top of cultural literacy. All students are exposed to a range of dance forms through a spiral progression of knowledge and skills training from basic level 1 to intermediate level 4. <br /><br />(2) The Riv BE Global Classroom: A programme that provides students with borderless learning where they learn to be independent, make friends, exercise confidence and develop the 21st CC. <br /><br />(3) Rivervale NE Heritage Island-wide Trail:  It provides students with the opportunity for experiential learning beyond the classroom with the aim of instilling in students a strong sense of loyalty and love for Singapore. <br /><br />(4) Good Morning, Rivervale!:  A platform to develop students to be confident speakers by providing them the opportunity to share stories, recite poems or present slides on interesting topics on the stage to their friends in the morning.<br /><br />(5) Multi-Literacy Programme (MLP): It integrates Project Work, Cyber Wellness, Financial Literacy, Media Literacy, Civic Literacy, Scratch programming and new ICT baseline standard skills to provide authentic learning experiences for students.<br /><br />(6) Keep My Classroom Clean and Nobody, Nobody But You: They create a sense of ownership and belonging in students as they clean their own classrooms and allocated tables in the canteen.<br /><br />(7) Stay Healthy Programme (SHP):  A programme which is carried out at the beginning of the year whereby the P4 students are appointed buddies during recess to help the P1 students to learn how to select and purchase food from the canteen stalls and adapt to the new environment."
ROSYTH SCHOOL,http://www.rosyth.moe.edu.sg,21   Serangoon North Avenue 4,555855,64812273,na,64831102,na,rosyth_sch@moe.edu.sg,"Ang Mo Kio, Serangoon","73, 315, 116",MDM ELIS TAN LEE CHING,"MS HO HWEE MEIN, STELLA",MR CHIEW JING WEN,na,na,na,na,Learn with Passion<br />Serve with Compassion<br />Lead with Vision,"Maximizing potential through the development of mind, body and soul","Rosythians are grounded in the I-CARE values as we develop our strengths and competencies to be 'Ready to Serve'.   We aspire to Learn with Passion, Serve with Compassion and Lead with Vision.",SERANGOON,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,Chinese,Malay,Tamil,"The school offers distinctive programmes in the areas of Science and the Aesthetics.  Under the auspices of the Applied Learning Programme (ALP) and Learning for Life Programme (LLP), students go through level-wide activities to broaden their learning in the two focused areas.  Those with the aptitude or interest may also progress to our customized activities for more in-depth learning.<br /><br />In the area of Science, for instance, students go through a range of activities from life-sciences, use of customized gadgets to investigate scientific concepts, to the application of theories in the design of toys.  Platforms have also been provided for students to apply their learning in the creation of toys/artefacts using science concepts, which are subsequently sold to raise funds for selected beneficiaries.  <br /><br />With regard to the development of Aesthetics, students are exposed to voice-training, dance, playing of musical instruments, to the use of ICT for manga art and 2D animations.  Through the programme, students are exposed to an array of alternative platforms to express their thoughts and ideas.<br /><br />It is hoped that through the wide range of offerings and the strong foundation that is laid, Rosythians will acquire a broad and deep foundation for a lifelong and life-deep learning."
RULANG PRIMARY SCHOOL,http://www.rulangpri.moe.edu.sg/,6    JURONG WEST STREET 52,649295,65657771,na,65632382,na,RULANG_PS@MOE.EDU.SG,Lakeside,SBS 335,MS TRACY TAN I- LIAN,MDM ANG HWEE LOO,MISS NG MEI YUN,na,na,na,na,"Scholars of Tomorrow. Scholars refers to students equipped with the 21st Century Competencies; eventually grow to be people of integrity, imbued with a sense of community spirit, identity & responsibility as they take their places in our diverse society. Rulang envisions Tomorrow as a future that is full of uncertainties. Hence, Rulang aims to equip students with the skills and environment to develop resilience and adaptability which would help them thrive. Rulang also aims to inspire students t","Nurturing Competencies, Inspiring Excellence, Empowering Individuals. In leading Rulangnites to be the Scholars of Tomorrow, our mission is to equip them with the desired 21st Century Competencies. In embracing globalization, students will be exposed to civic literacy, global awareness and cross cultural skills with opportunities for them to hone their critical and inventive thinking. Rulang strives to inspire pupils in achieving excellence in the five domains namely cognitive, aesthetics, physi","The school philosophy encapsulates our belief that given the right environment and support, all pupils can learn and achieve. Rulang aims to provide a holistic education that creates learning experiences to develop each pupil's intellectual capacities, character, aesthetics, sporting and leadership qualities through an enriched forward-looking learning environment beyond the classroom. Rulang is also committed in creating school experiences that are pupils centric and would equip pupils with the necessary knowledge, skills and values for living and working as active contributors in the 21st century. These areas include increasing resiliency in our students, use of ICT to deepen pedagogy and the promotion of an Aesthetics Culture to harness our pupils' creativity and curiosity.  <br /><br />The Rulang family is bonded by the culture of excellence, collegiality and teamwork. This culture and working ethics are based on the acronyms TRUE HEARTs where every staff is valued and every effort recognized and celebrated. The TRUE HEART culture spurs the staff towards quality staff work and school pride. <br /><br />The TRUE HEARTs philosophy has also been cascaded to all Rulangnites. A Rulangnite is taught to never stop questioning, encouraged to blaze his own trail instead of accepting barriers, and to infuse the TRUE HEARTs culture and spirit into his everyday life. This will instill in Rulangnites the core leadership values of having integrity, being morally upright, and being a risk taker. <br /><br />We believe that Rulangnites can achieve peaks of excellence by being the best that they can be in their chosen fields.  Upon completion of their primary education, they will each graduate as an accomplished learner, a loyal citizen, an effective leader and a cosmopolitan.",JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,DOUBLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Rulang Primary School aims to provide a holistic education to develop all pupils into confident 21st Century learners and wholesome individuals. <br />Applied Learning Programme (ALP): Enhancing 21CC through Robotics challenges students to connect their existing schema and apply them to an authentic setting for acquisition of knowledge. Our Integrated Robotics Curriculum (IRC) lessons serve to bring about higher engagement in learning and cultivates teamwork through collaborative learning.  <br />Learning for Life Programme (LLP): STRIVE @ Rulang (Sports Teach Responsibility, Inventiveness, Values & Excellence). This is a broad based programme for all students and is all-inclusive sporting and outdoor experience whilst providing opportunities for those with greater interest and/or talent to further develop their strengths and interests. We have a structured Physical Education programme that spans from P1 to P6 (modular system), Programme for Active Learning (PAL) which is targeted at P1 & P2 and a myriad of Co-Curricular Activities (CCAs) that are offered to the students at P3 to P6  through a skill, aptitude and interest based approach are aligned with 21CC.<br />Our unique and structured Character Development Framework and Student Leadership Framework seek to develop pupils into wholesome individuals through five domains namely socialisation, citizenship, leadership, entrepreneurship and internationalisation. In imbuing identified values and outcomes, the framework has been integrated into instructional and non-instructional programmes while being explicitly taught in our customised school wide programmes namely Co-Curricular & Special Programmes (CCSP), GIFTS (Generating Interactions for Total Socialisation)   and Values-in-Practice Programme (VIP)."
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",http://www.sst.edu.sg,1    Technology Drive,138572,(65) 65717200,na,(65) 68720856,na,contactus@sst.edu.sg,Dover,"14, 74, 105, 106, 147, 166, 185",MRS LINDA CHAN,MRS CHEW EU JIN NEE LIM WAI LEE,na,na,na,na,na,A global leader in transforming learning,To nurture passionate innovators who improve society through real-world applications of science and technology,"The School of Science and Technology, Singapore (SST) is a Specialised Independent School that offers a distinctive 4-year GCE O-Level programme with an integrated approach to applied learning. Learning in SST is multi-faceted as students gain a strong foundation of key academic concepts in Science, Technology, Art, Engineering and Mathematics (STEM). The school-wide leverage on Information Communication Technology (ICT) greatly enhances the learning environment and provides the extended learning resources and networks that the digital natives have come to expect. As a forerunner in applied learning and ICT, SST strives to provide a strong all-round programme for students to explore the frontiers of sicence and technology education.<br /><br />SST caters to students who learn best in an active applied learning environment, where conceptual understandings and transference of disciplinary content knowledge and skills are fostered through cognitively demanding hands-on applications set in real world situations. Sound affective, character and leadership education, national education, and entrepreneurial programmes serve to equip students with the skills and competencies crucial for success in the 21st century and nurture the values-driven and community-responsible person and leader.<br /><br />This concurrent emphasis on non-academic curricular ensures the cultivation of invaluable life skills and work competencies such as resilience, responsible risk-taking, innovation and entrepreneurial mindset, effective teamwork and communication, and dynamic leadership.",CLEMENTI,WEST,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,FULL DAY,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"SST offers a distinctive 4-year secondary programme for university-bound students who want a solid academic foundation, particularly in Science, Technology, Engineering, Aesthetics and Mathematics (STEAM) and immersion in real world applications.<br /><br />Holistic education is emphasised through the offering of various programmes and opportunities for Cognitive, Social-Affective, Physical, Character, Leadership and Citizenship development; in the process steering students towards acquiring higher order cognitive, innovative and entrepreneurial mindsets, competencies and skills to meet the challenges and needs of the 21st Century.<br /><br />Highlights of SST's programmes include the Active Citizenship Programme ,  the Talent Development Programme, ChangeMakers Programme for lower secondary, the Discover Camp and a range of applied subjects for upper secondary."
"SCHOOL OF THE ARTS, SINGAPORE",http://www.sota.edu.sg/,1    Zubir Said Drive,227968,6338 9663,6342 5857,6338 9763,na,enquiries@sota.edu.sg,Dhoby Ghaut,"7, 14, 16, 36, 64, 65, 77, 106, 111, 124, 128, 131, 147, 162, 166, 167, 171, 174, 175, 190, 502, 518, 700, 857,",MDM WONG YEE MIN MARY,MR HO KOK SUN KEVIN,MS KHOO MEI LING AMY,MISS PAULINE ANN TAN POH LING,na,na,na,Shaping and impacting society through education in the arts.,"To create a vibrant environment for learning that is uniquely anchored in the arts, celebrating experimentation, expression and discovery, with the aim of developing leaders who will draw on their creative talents to enrich society.",na,CENTRAL,SOUTH,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,No,No,No,No,Chinese,Malay,Tamil,na
SEMBAWANG PRIMARY SCHOOL,http://www.sembawangpri.moe.edu.sg,10   SEMBAWANG DRIVE,757715,67567330,na,67560367,na,SEMBAWANG_PS@MOE.EDU.SG,Sembawang MRT (6 to 8-minute walk),"167, 856, 859, 962, 980",MRS GRACE CHUA,MRS CHAY GEK NOI,MDM LIM SIEW CHENG CINDY,na,na,na,na,"INNOVATIVE LEARNERS,  ROOTED IN VALUES",NURTURING INNOVATORS IN A VIBRANT COMMUNITY,We believe in providing a holistic education to help every child discover joy of learning in a safe and caring environment.,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Sembawang Primary offers Environmental Studies as an applied learning programme (ALP). This course is closely aligned to the school's mission and presents an interdisciplinary approach to understanding and responding to environmental issues. It enriches students' educational experience and supports content mastery in Science by providing a meaningful real-world context for them to relate and apply their learning. It also affords students more opportunities for character building and the development of 21st century competencies. <br /><br />All students benefit from the school's ALP. Although Science is not a formal subject in Primary 1 and 2, fundamental nature study topics are introduced to these young learners through the Holistic Development Programme comprising various modules especially by our teachers to develop students' talents and nurture in them the essential values, attitudes and skills that will help them succeed in life. In addition to environmental studies, these modules include financial and information literacy, cyber wellness, conversational Malay and Chinese, and values-in-action activities.<br /><br />Every student completes a project work task annually. We believe that project work not only promotes critical, analytical, and independent thinking in students through applied learning activities, but it also exposes them to a repertoire of methods by which knowledge can be acquired, processed and expressed. At the same time, project work reinforces teamwork and strengthens students' social and communication skills. Since 2016, a customised coding programme has been incorporated into project work for Primary 3 and 4."
SEMBAWANG SECONDARY SCHOOL,http://www.sembawangsec.moe.edu.sg,30   SEMBAWANG CRESCENT,757704,67566760,na,67585380,na,SEMBAWANG_SS@MOE.EDU.SG,SEMBAWANG MRT,"859, 962",MR JASWANT SINGH,MR LEE KAH SIONG JIMMY,MR GOH KEE YONG @ GOH CHONG HENG,na,na,na,na,Leaders and Change-Makers,"To nurture our learners to lead purposeful lives by guiding them to be morally upright, civic-minded, resilient, and future-ready","We nurture our students to become Active Learners, Skilful Leaders of Self and Others, and to be Purposeful in Service.  As Active Learners, our students are self-directed, demonstrate love for learning, and are challenged to apply their learning. As Skilful Leaders, our students understand themselves better, develop influential leadership skills, learn to work collaboratively, and lead with a strong moral foundation. Through Purposeful Service, our students develop active citizenship by building strong communities in school and beyond, learning to serve others, leading in community service, and taking responsibility for the environment as global citizens. We believe that learners are best nurtured in a safe and caring environment, and we aspire for all our students to be Leaders and Change-Makers, adding value to society.  To provide a strong moral compass for our students, we develop in them the RESPIRE values (Respect, Responsibility, Integrity, Innovative Spirit, Resilience, and Empathy). We believe every child can learn and must be developed to the fullest potential.",SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Our ALP niche - Critical and Inventive Thinking through Media Literacy -  empowers students by developing their critical lens as responsible and active consumers and producers of information. Through authentic projects based in the community (Sec 1 Geographical Investigation, Sec 2 Community Concerns project, Sec 3 Social Documentary production), students develop thinking and collaborative skills, become confident communicators, and market ideas to authentic audiences, while gaining a deeper understanding of concepts through application. IT skills are developed through the school-initiated STEM and PEARL programmes which facilitate access to coding, robotics, and collaborative learning tools in ICT. In addition, Elective Modules and Advanced Elective Modules are mounted regularly for exploration of student talents. Our LLP niche encompasses Values in Action projects (teacher-facilitated at Lower Sec., student-initiated at Upper Sec.) which develop empathy and civic-consciousness, Outdoor Education programmes (Sec 1 Orienteering, Sec 2 Dragon boating, Sec 3 Adventure Camp) which develop resilience, and Leadership Development. The LLP strengthens student minds, bodies, and hearts, and develops in them strong direction to lead purposeful lives through meaningful and challenging pursuits. A wide range of CCAs and academic subjects are offered to cater to student abilities and interests.  Classroom learning is complemented by abundant out-of-classroom learning experiences, expertly facilitated by our caring teachers."
SENG KANG PRIMARY SCHOOL,http://www.sengkangpri.moe.edu.sg/,21   COMPASSVALE WALK,545166,63840809,na,63840839,na,SKPS@MOE.EDU.SG,Sengkang MRT,"27, 80, 82, 83, 86, 87, 88, 89, 119, 156, 163, 371, 372 & 965",MDM SEAH WHYE CHOO,MISS THIEN LI CHIN,na,na,na,na,na,"Every Seng Kang Primary student an Inventive Thinker, a Confident Leader and a Gracious Citizen.","Nurturing self-directed learners with inquiring minds, anchored on moral values to lead, care and serve.","In Seng Kang Primary School we believe that Everyone is Special, Everyone Can Learn and Everyone Can Serve. Through our Culture of Care, Learning and Innovation, we strongly believe that every child that passes through our hands is special and can learn when given the right opportunity, care and guidance to become a future ready learner who is a crtical thinker, adaptable and resilient in his efforts to excel. We take pride in knowing that every student who walks out of the school has his character nurtured through our core values of Graciousness, Integrity, Confidence and Resilience.",SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Seng Kang Primary's Applied Learning Programme - Enhanced Spoken English Programme, develops oral confidence, fosters creativity and strengthens oral proficiency in our students to develop them into articulate, creative and confident speakers. Our whole-school approach to effective communication adopts a 6 year progressive matrix which scaffolds and exposes students to different genres and presentation opportunities like poetry recitations, storytelling, speech and drama. The school's customised Speak ""Right, Be Polite"" packages teach appropriate conversational etiquette to enhance students' daily interaction and social skills. <br /><br />Our Learning for Life Programme - Developing Values and Leadership through Sports Education -  provides positive sport experiences to develop students' leadership skills, physical, mental and social resilience as well as  instilling values such as respect for self and team in a competitive, safe and enjoyable play environment.   <br /><br />Character and Citizenship Education in SKPS is customised to nurture students holistically through inculcating values and building character in 5 domains - Leadership, Cultural Literacy, Positive Living, Social Awareness, Etiquette, and Citizenship. Our Cultural Literacy Programme supports students in discovering their strengths, abilities and interests through customized Art and Music modules.<br /><br />Believing that Everyone Can Serve, opportunities are provided for students to assume leadership positions in class and consciously develop their leadership skills through CCA and at school level. Reflections and feedback are used to sharpen students' skills and competencies.  <br /><br />Our Values-In-Action-infused CCA programme provides opportunities for students to serve the community through cultural activities and work in partnerships with organisations such as the Singapore American School (SAS)as part of our exchange programme."
